======================================================================
Total cycles: 105068

Exclusive elapsed times for each method, not including time spent in
children, sorted by exclusive time.

    Usecs  self %  sum %  Method
       91     0.1    96.7     12+0      android/text/TextUtils$1
       51       157    56.0    56.0      6+0      [413] createFromParcel (Landroid/os/Parcel;)Ljava/lang/CharSequence;
       40       197    44.0   100.0      6+0      [377] createFromParcel (Landroid/os/Parcel;)Ljava/lang/Object;
---------------------------------------------
       87     0.1    96.8      7+0      android/view/Display
       28        28    32.2    32.2      1+0      [662] init (I)V
       25        80    28.7    60.9      1+0      [516] <init> (ILandroid/view/CompatibilityInfoHolder;)V
       10        19    11.5    72.4      1+0      [716] getRawWidth ()I
        9         9    10.3    82.8      1+0      [814] getRawWidthNative ()I
        6        11     6.9    89.7      1+0      [795] getRawHeight ()I
        5         5     5.7    95.4      1+0      [880] getRawHeightNative ()I
        4         4     4.6   100.0      1+0      [898] getWindowManager ()Landroid/view/IWindowManager;
---------------------------------------------
       86     0.1    96.9     13+0      java/lang/Thread
       86       131   100.0   100.0     13+0      [443] currentThread ()Ljava/lang/Thread;
---------------------------------------------
       83     0.1    97.0     12+0      android/content/res/AssetManager$AssetInputStream
       26       152    31.3    31.3      2+0      [417] close ()V
       21       108    25.3    56.6      2+0      [474] <init> (Landroid/content/res/AssetManager;I)V
       15       123    18.1    74.7      2+0      [452] <init> (Landroid/content/res/AssetManager;ILandroid/content/res/AssetManager$1;)V
       10        29    12.0    86.7      2+0      [653] mark (I)V
        6         6     7.2    94.0      2+0      [849] getAssetInt ()I
        5         5     6.0   100.0      2+0      [872] markSupported ()Z
---------------------------------------------
       83     0.1    97.0      4+0      android/os/Bundle
       30       216    36.1    36.1      1+0      [359] readFromParcelInner (Landroid/os/Parcel;I)V
       21       167    25.3    61.4      1+0      [406] unparcel ()V
       20       243    24.1    85.5      1+0      [341] getPairValue ()Ljava/lang/String;
       12       228    14.5   100.0      1+0      [350] <init> (Landroid/os/Parcel;I)V
---------------------------------------------
       82     0.1    97.1      5+0      android/content/pm/ComponentInfo
       67      2114    81.7    81.7      3+0      [83] <init> (Landroid/os/Parcel;)V
        8        18     9.8    91.5      1+0      [717] loadDefaultLogo (Landroid/content/pm/PackageManager;)Landroid/graphics/drawable/Drawable;
        7     11107     8.5   100.0      1+0      [27] loadDefaultIcon (Landroid/content/pm/PackageManager;)Landroid/graphics/drawable/Drawable;
---------------------------------------------
       82     0.1    97.2     20+0      android/view/InputEventConsistencyVerifier
       82        82   100.0   100.0     20+0      [513] isInstrumentationEnabled ()Z
---------------------------------------------
       80     0.1    97.3      2+0      com/android/internal/view/menu/ActionMenuItem
       71        71    88.8    88.8      1+0      [530] setTitle (Ljava/lang/CharSequence;)Landroid/view/MenuItem;
        9         9    11.2   100.0      1+0      [820] <init> (Landroid/content/Context;IIIILjava/lang/CharSequence;)V
---------------------------------------------
       80     0.1    97.3     16+0      java/lang/reflect/Method
       33        47    41.2    41.2      5+0      [583] <init> (Ljava/lang/Class;[Ljava/lang/Class;[Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/String;I)V
       31        31    38.8    80.0      9+0      [646] getMethodModifiers (Ljava/lang/Class;I)I
       10       369    12.5    92.5      1+0      [280] invokeNative (Ljava/lang/Object;[Ljava/lang/Object;Ljava/lang/Class;[Ljava/lang/Class;Ljava/lang/Class;IZ)Ljava/lang/Object;
        6       375     7.5   100.0      1+0      [275] invoke (Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;
---------------------------------------------
       79     0.1    97.4      4+0      com/android/internal/policy/impl/multiwindow/MultiPhoneWindowEvent
       34       359    43.0    43.0      1+0      [284] installDecor (Landroid/view/Window;)Lcom/android/internal/policy/impl/multiwindow/MultiPhoneWindowEvent;
       20        20    25.3    68.4      1+0      [708] <clinit> ()V
       13       303    16.5    84.8      1+0      [315] supportedMultiWindow (Landroid/view/Window;)Z
       12       318    15.2   100.0      1+0      [306] needsMultiWindowDecor (Landroid/view/Window;)Z
---------------------------------------------
       78     0.1    97.5      3+0      android/sec/enterprise/IEDMProxy$Stub$Proxy
       74       579    94.9    94.9      2+0      [223] getApplicationIconFromDb (Ljava/lang/String;)[B
        4         4     5.1   100.0      1+0      [895] <init> (Landroid/os/IBinder;)V
---------------------------------------------
       78     0.1    97.6      2+0      android/view/accessibility/IAccessibilityManager$Stub$Proxy
       75       475    96.2    96.2      1+0      [247] addClient (Landroid/view/accessibility/IAccessibilityManagerClient;)I
        3         3     3.8   100.0      1+0      [930] <init> (Landroid/os/IBinder;)V
---------------------------------------------
       76     0.1    97.6     12+0      android/graphics/drawable/TransitionDrawable$TransitionState
       44      1811    57.9    57.9      6+0      [98] newDrawable (Landroid/content/res/Resources;)Landroid/graphics/drawable/Drawable;
       32      1492    42.1   100.0      6+0      [118] <init> (Landroid/graphics/drawable/TransitionDrawable$TransitionState;Landroid/graphics/drawable/TransitionDrawable;Landroid/content/res/Resources;)V
---------------------------------------------
       74     0.1    97.7     12+0      java/util/AbstractList
       74       110   100.0   100.0     12+0      [472] <init> ()V
---------------------------------------------
       69     0.1    97.8      1+0      android/net/Uri$AbstractPart
       69       435   100.0   100.0      1+0      [258] getDecoded ()Ljava/lang/String;
---------------------------------------------
       63     0.1    97.8      3+0      android/widget/TextView$IClipboardDataPasteEventImpl
       63       754   100.0   100.0      3+0      [186] <init> (Landroid/widget/TextView;)V
---------------------------------------------
       62     0.1    97.9     16+0      java/util/Arrays
       62        62   100.0   100.0     16+0      [547] equals ([I[I)Z
---------------------------------------------
       61     0.1    98.0      6+0      com/android/internal/widget/AbsActionBarView
       35      1387    57.4    57.4      1+0      [128] <init> (Landroid/content/Context;Landroid/util/AttributeSet;)V
       16      1281    26.2    83.6      1+0      [137] <init> (Landroid/content/Context;Landroid/util/AttributeSet;I)V
        5         5     8.2    91.8      2+0      [884] setSplitView (Lcom/android/internal/widget/ActionBarContainer;)V
        5         5     8.2   100.0      2+0      [885] setSplitWhenNarrow (Z)V
---------------------------------------------
       61     0.1    98.0     20+0      java/lang/Object
       33        33    54.1    54.1     10+0      [636] hashCode ()I
       28        28    45.9   100.0     10+0      [664] getClass ()Ljava/lang/Class;
---------------------------------------------
       60     0.1    98.1      8+0      android/graphics/drawable/ColorDrawable$ColorState
       36       695    60.0    60.0      4+0      [193] newDrawable (Landroid/content/res/Resources;)Landroid/graphics/drawable/Drawable;
       24        47    40.0   100.0      4+0      [579] <init> (Landroid/graphics/drawable/ColorDrawable$ColorState;)V
---------------------------------------------
       59     0.1    98.1      2+0      android/view/IWindowManager$Stub$Proxy
       33       237    55.9    55.9      1+0      [345] hasSystemNavBar ()Z
       26       170    44.1   100.0      1+0      [403] hasNavigationBar ()Z
---------------------------------------------
       58     0.1    98.2      3+0      android/view/ViewRootImpl$RunQueue
       32        64    55.2    55.2      1+0      [539] postDelayed (Ljava/lang/Runnable;J)V
       20        38    34.5    89.7      1+0      [617] <init> ()V
        6        70    10.3   100.0      1+0      [531] post (Ljava/lang/Runnable;)V
---------------------------------------------
       57     0.1    98.2      1+0      android/view/ViewRootImpl
       57       371   100.0   100.0      1+0      [276] getRunQueue ()Landroid/view/ViewRootImpl$RunQueue;
---------------------------------------------
       56     0.1    98.3      2+0      android/content/pm/ProviderInfo
       49       773    87.5    87.5      1+0      [185] <init> (Landroid/os/Parcel;)V
        7       780    12.5   100.0      1+0      [183] <init> (Landroid/os/Parcel;Landroid/content/pm/ProviderInfo$1;)V
---------------------------------------------
       56     0.1    98.3     16+0      android/graphics/drawable/Drawable$ConstantState
       56        56   100.0   100.0     16+0      [557] <init> ()V
---------------------------------------------
       55     0.1    98.4      2+0      android/os/ServiceManagerProxy
       55       605   100.0   100.0      2+0      [216] getService (Ljava/lang/String;)Landroid/os/IBinder;
---------------------------------------------
       52     0.0    98.4      5+0      android/graphics/drawable/BitmapDrawable$BitmapState
       36       370    69.2    69.2      4+0      [279] newDrawable (Landroid/content/res/Resources;)Landroid/graphics/drawable/Drawable;
       16       349    30.8   100.0      1+0      [287] <init> (Landroid/graphics/Bitmap;)V
---------------------------------------------
       51     0.0    98.5      1+0      android/content/ContentProviderNative
       51        65   100.0   100.0      1+0      [537] asInterface (Landroid/os/IBinder;)Landroid/content/IContentProvider;
---------------------------------------------
       47     0.0    98.5      4+0      android/sec/enterprise/ApplicationPolicy
       22      1544    46.8    46.8      2+0      [116] getApplicationIconFromDb (Ljava/lang/String;)[B
       21        21    44.7    91.5      1+0      [701] <clinit> ()V
        4         4     8.5   100.0      1+0      [893] <init> ()V
---------------------------------------------
       47     0.0    98.6      2+0      android/widget/RelativeLayout$DependencyGraph
       33        82    70.2    70.2      1+0      [514] <init> ()V
       14        96    29.8   100.0      1+0      [489] <init> (Landroid/widget/RelativeLayout$1;)V
---------------------------------------------
       47     0.0    98.6     14+0      java/util/HashMap$HashMapEntry
       47        47   100.0   100.0     14+0      [585] <init> (Ljava/lang/Object;Ljava/lang/Object;ILjava/util/HashMap$HashMapEntry;)V
---------------------------------------------
       46     0.0    98.7      4+0      com/android/internal/view/ActionBarPolicy
       23        27    50.0    50.0      1+0      [671] get (Landroid/content/Context;)Lcom/android/internal/view/ActionBarPolicy;
       12        97    26.1    76.1      1+0      [488] hasEmbeddedTabs ()Z
